ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
AGhsA010902	4.02e-01	3.26e-01	0.985114	-6.873579	0.0656587	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
AGhsC141016	4.02e-01	3.26e-01	-0.985036	-6.873655	-0.0505088		
AGhsA051205	4.03e-01	3.26e-01	0.984532	-6.87415	0.0522389	HN1	hematological and neurological expressed 1
AGhsA050721	4.03e-01	3.26e-01	0.984309	-6.874369	0.0339471	TUFT1	tuftelin 1
AGhsA130604	4.03e-01	3.26e-01	0.984208	-6.874468	0.0503117	TASP1	taspase, threonine aspartase, 1
AGhsA070318	4.03e-01	3.26e-01	0.984182	-6.874494	0.0469643	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43
AGhsA210602	4.03e-01	3.27e-01	-0.982833	-6.875815	-0.0468278	MYO6	myosin VI
AGhsA030717	4.04e-01	3.27e-01	0.982186	-6.876448	0.0531418	UBQLN1	ubiquilin 1
AGhsB040904	4.04e-01	3.27e-01	0.9821	-6.876533	0.0425792	CNTROB	centrobin, centrosomal BRCA2 interacting protein
AGhsC181008	4.04e-01	3.28e-01	-0.981695	-6.876929	-0.0449966		
AGhsC011519	4.04e-01	3.28e-01	0.981186	-6.877426	0.0434367	GAL3ST3	galactose-3-O-sulfotransferase 3
AGhsB070813	4.04e-01	3.28e-01	-0.981022	-6.877586	-0.0449343	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)
AGhsB240321	4.05e-01	3.29e-01	0.979475	-6.879097	0.0753925		
AGhsC040202	4.05e-01	3.29e-01	0.979283	-6.879285	0.0741206		
AGhsA200409	4.05e-01	3.29e-01	0.979241	-6.879325	0.0468918	LSM1	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)
AGhsB260712	4.05e-01	3.29e-01	0.979183	-6.879382	0.0722254	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1
AGhsA040605	4.06e-01	3.29e-01	0.978511	-6.880037	0.1509552	PRKD1	protein kinase D1
AGhsC021019	4.06e-01	3.29e-01	0.978162	-6.880378	0.027842		
AGhsA221501	4.06e-01	3.29e-01	-0.978161	-6.880378	-0.0681621	LZTFL1	leucine zipper transcription factor-like 1
AGhsB121510	4.06e-01	3.29e-01	-0.97814	-6.880399	-0.0321327		
AGhsC131618	4.06e-01	3.30e-01	0.977178	-6.881336	0.0402662		
AGhsB120324	4.07e-01	3.31e-01	-0.975744	-6.882731	-0.0534451		
AGhsC221119	4.07e-01	3.31e-01	-0.975687	-6.882787	-0.0398669		
AGhsB111120	4.07e-01	3.31e-01	-0.975322	-6.883141	-0.0337163		
AGhsC100219	4.07e-01	3.31e-01	0.97523	-6.883231	0.0717925		
AGhsA231603	4.08e-01	3.31e-01	-0.974418	-6.884019	-0.0463157	HOXD3	homeobox D3
AGhsC160206	4.08e-01	3.31e-01	-0.974317	-6.884117	-0.0387601		
AGhsB261313	4.08e-01	3.31e-01	-0.974173	-6.884257	-0.0391661		
AGhsC051112	4.08e-01	3.31e-01	-0.974046	-6.88438	-0.0420586		
AGhsB131004	4.08e-01	3.32e-01	-0.973544	-6.884867	-0.0307968	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)
AGhsA021019	4.08e-01	3.32e-01	-0.973489	-6.884921	-0.0386237	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3
AGhsB021418	4.09e-01	3.32e-01	0.973071	-6.885325	0.0470772		
AGhsC221401	4.09e-01	3.32e-01	0.973003	-6.885392	0.0418245		
AGhsA100903	4.09e-01	3.32e-01	-0.972585	-6.885797	-0.0570569	PNMA2	paraneoplastic antigen MA2
AGhsB251506	4.09e-01	3.32e-01	0.97252	-6.88586	0.0296664		
AGhsA011601	4.09e-01	3.33e-01	0.97147	-6.886877	0.0560731	ORM1	orosomucoid 1
AGhsA141114	4.09e-01	3.33e-01	0.971198	-6.88714	0.0631621	MRLC2	myosin regulatory light chain MRLC2
AGhsB191623	4.10e-01	3.33e-01	0.971092	-6.887243	0.0704852		
AGhsA081106	4.10e-01	3.33e-01	-0.970484	-6.88783	-0.0551297	CHRM5	cholinergic receptor, muscarinic 5
AGhsB210523	4.10e-01	3.33e-01	-0.970111	-6.888191	-0.0610361	RY1	putative nucleic acid binding protein RY-1
AGhsB150823	4.11e-01	3.34e-01	0.969163	-6.889107	0.0437247		
AGhsA221509	4.11e-01	3.34e-01	0.968881	-6.889379	0.0582042	TLR9	toll-like receptor 9
AGhsA080623	4.11e-01	3.34e-01	-0.968852	-6.889407	-0.0410765	ADAM17	ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)
AGhsA110715	4.11e-01	3.34e-01	0.968545	-6.889703	0.0566459	ITPR1	inositol 1,4,5-triphosphate receptor, type 1
AGhsA010306	4.11e-01	3.34e-01	0.968485	-6.889761	0.04047	GSTM4	glutathione S-transferase M4
AGhsC170503	4.11e-01	3.34e-01	-0.968372	-6.88987	-0.0407716		
AGhsC180805	4.11e-01	3.34e-01	-0.968297	-6.889943	-0.0432412		
AGhsB110810	4.11e-01	3.34e-01	-0.96821	-6.890027	-0.0367049	CENTB5	centaurin, beta 5
AGhsC231508	4.11e-01	3.35e-01	-0.967787	-6.890435	-0.042345		
AGhsB240118	4.11e-01	3.35e-01	0.967648	-6.890569	0.0515633	CCDC129	coiled-coil domain containing 129
AGhsA010411	4.11e-01	3.35e-01	0.967421	-6.890788	0.0521412	OBP2A	odorant binding protein 2A
AGhsA021114	4.11e-01	3.35e-01	-0.967353	-6.890854	-0.0404666	EFCAB6	EF-hand calcium binding domain 6
AGhsA050524	4.12e-01	3.35e-01	-0.966699	-6.891483	-0.1267082	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)
AGhsA121009	4.12e-01	3.36e-01	-0.965597	-6.892544	-0.0671193	SMS	spermine synthase
AGhsC060305	4.13e-01	3.36e-01	0.965071	-6.89305	0.0481149		
AGhsC101316	4.13e-01	3.36e-01	0.964527	-6.893574	0.0461203		
AGhsB021514	4.13e-01	3.36e-01	0.964282	-6.893808	0.0475489	HR	hairless homolog (mouse)
AGhsC110314	4.14e-01	3.37e-01	0.963041	-6.895	0.0363747		
AGhsC111607	4.14e-01	3.37e-01	-0.962368	-6.895645	-0.0760276		
AGhsA060412	4.14e-01	3.37e-01	0.962061	-6.89594	0.0517554	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)
AGhsA090105	4.14e-01	3.37e-01	0.961827	-6.896165	0.0601769	USP18	ubiquitin specific peptidase 18
AGhsA121210	4.14e-01	3.38e-01	-0.961698	-6.896288	-0.0461371	TMEM184B	transmembrane protein 184B
AGhsC231108	4.15e-01	3.38e-01	0.960801	-6.897147	0.0392537		
AGhsA080814	4.15e-01	3.38e-01	-0.960353	-6.897576	-0.0562315	VCPIP1	valosin containing protein (p97)/p47 complex interacting protein 1
AGhsC150406	4.16e-01	3.39e-01	-0.959765	-6.898138	-0.0624966		
AGhsC021512	4.16e-01	3.39e-01	0.959441	-6.898448	0.0442908	C12orf31	chromosome 12 open reading frame 31
AGhsA150308	4.16e-01	3.39e-01	-0.958915	-6.898951	-0.0587348	PITPNA	phosphatidylinositol transfer protein, alpha
AGhsA111502	4.16e-01	3.39e-01	0.958703	-6.899154	0.0404987	ABL2	v-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)
AGhsB261117	4.16e-01	3.39e-01	0.958481	-6.899365	0.0812736	RANBP6	RAN binding protein 6
AGhsC181316	4.16e-01	3.39e-01	0.958256	-6.89958	0.0442166		
AGhsC151112	4.16e-01	3.39e-01	-0.958225	-6.89961	-0.0403673		
AGhsC010813	4.16e-01	3.39e-01	-0.957894	-6.899926	-0.0683558		
AGhsA141316	4.17e-01	3.40e-01	-0.957664	-6.900146	-0.0418649	TCEB3B	transcription elongation factor B polypeptide 3B (elongin A2)
AGhsC150509	4.17e-01	3.40e-01	0.956647	-6.901115	0.0332109		
AGhsA071505	4.17e-01	3.40e-01	-0.956614	-6.901147	-0.0548939		
AGhsA020602	4.17e-01	3.40e-01	0.956194	-6.901548	0.0456873	AP1S1	adaptor-related protein complex 1, sigma 1 subunit
AGhsB181518	4.17e-01	3.40e-01	0.95597	-6.90176	0.0564724	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
AGhsB151217	4.18e-01	3.40e-01	0.955852	-6.901874	0.0491459		
AGhsC071004	4.18e-01	3.41e-01	-0.955794	-6.901928	-0.0450489		
AGhsB011001	4.18e-01	3.41e-01	0.955403	-6.902301	0.0460967	CCL19	chemokine (C-C motif) ligand 19
AGhsB130708	4.18e-01	3.41e-01	0.954765	-6.902908	0.0564016	TCOF1	Treacher Collins-Franceschetti syndrome 1
AGhsB100410	4.19e-01	3.42e-01	-0.953247	-6.904352	-0.0309636	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)
AGhsC030318	4.19e-01	3.42e-01	-0.953044	-6.904544	-0.0585478		
AGhsB200403	4.19e-01	3.42e-01	0.952978	-6.904606	0.0439791		
AGhsC200223	4.19e-01	3.42e-01	-0.952627	-6.90494	-0.0369643		
AGhsA071215	4.19e-01	3.42e-01	0.952531	-6.905031	0.0522035	DUSP10	dual specificity phosphatase 10
AGhsC180704	4.20e-01	3.42e-01	0.95217	-6.905374	0.0347204		
AGhsA111111	4.20e-01	3.42e-01	0.952049	-6.905489	0.0354515	DDEF2	development and differentiation enhancing factor 2
AGhsB010505	4.20e-01	3.43e-01	-0.951835	-6.905691	-0.0366021	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
AGhsC260503	4.20e-01	3.43e-01	-0.951658	-6.905859	-0.056998		
AGhsA160823	4.20e-01	3.43e-01	0.95162	-6.905896	0.0498181	TYRO3	TYRO3 protein tyrosine kinase
AGhsB030907	4.20e-01	3.43e-01	-0.951188	-6.906305	-0.040967	MBD1	methyl-CpG binding domain protein 1
AGhsC081419	4.20e-01	3.43e-01	-0.950295	-6.907151	-0.0331789		
AGhsB130301	4.20e-01	3.43e-01	0.950279	-6.907167	0.0526937		
AGhsC211306	4.21e-01	3.43e-01	-0.950064	-6.90737	-0.0553521		
AGhsA121608	4.21e-01	3.44e-01	0.949681	-6.907732	0.0431654	BCL2L13	BCL2-like 13 (apoptosis facilitator)
AGhsB010324	4.21e-01	3.44e-01	0.949021	-6.908357	0.0440027	ACSL6	acyl-CoA synthetase long-chain family member 6
AGhsC040720	4.21e-01	3.44e-01	-0.948437	-6.908909	-0.0315768		
AGhsB061323	4.22e-01	3.44e-01	-0.948279	-6.909058	-0.0398753	EXOSC2	exosome component 2
AGhsA050120	4.22e-01	3.45e-01	-0.947703	-6.909602	-0.0411776	SMR3A	submaxillary gland androgen regulated protein 3 homolog A (mouse)
AGhsC030115	4.22e-01	3.45e-01	-0.947132	-6.910141	-0.0490667		
AGhsA210501	4.22e-01	3.45e-01	0.947036	-6.910232	0.0414858	ECHDC1	enoyl Coenzyme A hydratase domain containing 1
AGhsB220314	4.23e-01	3.45e-01	0.946324	-6.910904	0.035192	PVRL4	poliovirus receptor-related 4
AGhsA180303	4.23e-01	3.45e-01	0.946199	-6.911022	0.0412264	MAP3K11	mitogen-activated protein kinase kinase kinase 11
AGhsB151412	4.23e-01	3.45e-01	-0.94617	-6.911049	-0.0514016		
AGhsC180216	4.23e-01	3.46e-01	-0.945469	-6.91171	-0.0515398		
AGhsA020416	4.23e-01	3.46e-01	0.945343	-6.911829	0.0610293	PAX6	paired box 6
AGhsB210319	4.23e-01	3.46e-01	-0.945285	-6.911883	-0.0422237		
AGhsC250404	4.23e-01	3.46e-01	0.945187	-6.911975	0.0497625		
AGhsC061517	4.23e-01	3.46e-01	0.944834	-6.912308	0.0278167		
AGhsB130405	4.23e-01	3.46e-01	0.944717	-6.912418	0.0521007		
AGhsB160501	4.23e-01	3.46e-01	0.944496	-6.912626	0.0365836	MIDN	midnolin
AGhsB191204	4.24e-01	3.46e-01	-0.944111	-6.912989	-0.0595216		
AGhsB101621	4.24e-01	3.47e-01	-0.94317	-6.913874	-0.0445738	C16orf14	chromosome 16 open reading frame 14
AGhsC040116	4.24e-01	3.47e-01	-0.942964	-6.914067	-0.0511792		
AGhsB211216	4.25e-01	3.48e-01	0.942001	-6.914972	0.0401651	PEG3	paternally expressed 3
AGhsB091511	4.25e-01	3.48e-01	0.941952	-6.915018	0.0473652	C8orf71	chromosome 8 open reading frame 71
AGhsB031624	4.25e-01	3.48e-01	-0.941838	-6.915125	-0.0536489	GALNTL4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4
AGhsC181602	4.25e-01	3.48e-01	0.941268	-6.91566	0.0557665		
AGhsA080117	4.25e-01	3.48e-01	-0.940907	-6.915998	-0.041784	PORCN	porcupine homolog (Drosophila)
AGhsC230903	4.25e-01	3.48e-01	0.940826	-6.916074	0.0552207		
AGhsB150119	4.25e-01	3.48e-01	0.940781	-6.916116	0.0680863		
AGhsC160205	4.25e-01	3.48e-01	0.940672	-6.916219	0.0479852		
AGhsC171614	4.26e-01	3.48e-01	-0.940304	-6.916564	-0.0298703		
AGhsA230418	4.26e-01	3.48e-01	0.940154	-6.916704	0.0366476	BFSP2	beaded filament structural protein 2, phakinin
AGhsB051307	4.26e-01	3.49e-01	-0.939561	-6.91726	-0.0521412	JUP	junction plakoglobin
AGhsC201418	4.26e-01	3.49e-01	-0.939499	-6.917318	-0.0497035		
AGhsA130409	4.26e-01	3.49e-01	0.939347	-6.91746	0.050283	MMP24	matrix metallopeptidase 24 (membrane-inserted)
AGhsC251519	4.26e-01	3.49e-01	-0.939115	-6.917677	-0.0303251		
AGhsC231303	4.26e-01	3.49e-01	0.93886	-6.917916	0.0409232		
AGhsC130202	4.27e-01	3.49e-01	0.938439	-6.91831	0.039434		
AGhsB100617	4.27e-01	3.50e-01	-0.937203	-6.919465	-0.0475927	NUPL1	nucleoporin like 1
AGhsB141622	4.27e-01	3.50e-01	0.937203	-6.919465	0.0573989		
AGhsB060911	4.28e-01	3.50e-01	-0.936245	-6.920359	-0.0595603		
AGhsC110605	4.28e-01	3.51e-01	-0.935198	-6.921336	-0.0364943		
AGhsC240723	4.28e-01	3.51e-01	0.935184	-6.921349	0.0351634		
AGhsB081013	4.29e-01	3.51e-01	0.934842	-6.921668	0.0392638	BZW2	basic leucine zipper and W2 domains 2
AGhsC220916	4.29e-01	3.51e-01	-0.9347	-6.9218	-0.0304228		
AGhsA131006	4.29e-01	3.51e-01	0.934389	-6.92209	0.0450051	PXMP4	peroxisomal membrane protein 4, 24kDa
AGhsB021616	4.29e-01	3.52e-01	0.933969	-6.922481	0.0470721	FLNB	filamin B, beta (actin binding protein 278)
AGhsA261117	4.29e-01	3.52e-01	0.933658	-6.922771	0.0355206	ZDHHC13	zinc finger, DHHC-type containing 13
AGhsB090101	4.29e-01	3.52e-01	0.933609	-6.922816	0.0379582	C1orf126///TMEM51///RP1-21O18.1	chromosome 1 open reading frame 126///transmembrane protein 51///kazrin
AGhsC080122	4.29e-01	3.52e-01	-0.933607	-6.922817	-0.0536456		
AGhsB021119	4.31e-01	3.53e-01	0.931362	-6.924905	0.0466947		
AGhsA151615	4.31e-01	3.53e-01	-0.930401	-6.925796	-0.0453083	ABAT	4-aminobutyrate aminotransferase
AGhsC021121	4.31e-01	3.54e-01	-0.929837	-6.926319	-0.0417032		
AGhsB111406	4.32e-01	3.54e-01	-0.929127	-6.926976	-0.031031	C11orf76	chromosome 11 open reading frame 76
AGhsA091624	4.32e-01	3.54e-01	0.929069	-6.92703	0.0396934	C11orf60	chromosome 11 open reading frame 60
AGhsA190606	4.32e-01	3.54e-01	0.928854	-6.92723	0.1059282	ANXA1	annexin A1
AGhsB040614	4.32e-01	3.54e-01	0.928607	-6.927458	0.0374966		
AGhsB191118	4.32e-01	3.55e-01	0.928152	-6.92788	0.02469		
AGhsA140121	4.33e-01	3.55e-01	0.927438	-6.928539	0.0418093	DPF1	D4, zinc and double PHD fingers family 1
AGhsA241618	4.33e-01	3.55e-01	0.927032	-6.928915	0.0560125	MGST3	microsomal glutathione S-transferase 3
AGhsC121323	4.33e-01	3.55e-01	0.926926	-6.929013	0.0495687		
AGhsB190713	4.33e-01	3.56e-01	0.926106	-6.92977	0.0589673		
AGhsC150112	4.34e-01	3.56e-01	-0.925822	-6.930032	-0.0445822		
AGhsC110718	4.34e-01	3.56e-01	-0.925667	-6.930176	-0.027687		
AGhsC080523	4.34e-01	3.56e-01	-0.925589	-6.930247	-0.0381806		
AGhsC251606	4.34e-01	3.56e-01	0.925232	-6.930576	0.0380644		
AGhsA161209	4.34e-01	3.57e-01	0.924419	-6.931326	0.0425354	DIO2	deiodinase, iodothyronine, type II
AGhsA260202	4.35e-01	3.57e-01	-0.924078	-6.931641	-0.0396715		
AGhsA061521	4.35e-01	3.57e-01	0.923311	-6.932346	0.0786051	SELL	selectin L (lymphocyte adhesion molecule 1)
AGhsC161404	4.35e-01	3.57e-01	0.923106	-6.932535	0.0379245		
AGhsB121311	4.35e-01	3.57e-01	-0.922759	-6.932854	-0.0699528	ATPBD4	ATP binding domain 4
AGhsA021121	4.36e-01	3.58e-01	-0.921868	-6.933673	-0.0565684	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)
AGhsB130120	4.36e-01	3.58e-01	0.921217	-6.934272	0.0542049	TCF20	transcription factor 20 (AR1)
AGhsA020303	4.36e-01	3.59e-01	0.920707	-6.93474	0.0548518	DHRS7B	dehydrogenase/reductase (SDR family) member 7B
AGhsB070713	4.37e-01	3.59e-01	-0.920489	-6.93494	-0.0457379		
AGhsA220702	4.37e-01	3.59e-01	0.92043	-6.934994	0.0465617	FGFBP1	fibroblast growth factor binding protein 1
AGhsA140908	4.37e-01	3.59e-01	-0.920313	-6.935102	-0.0297911	ERF	Ets2 repressor factor
AGhsA121206	4.37e-01	3.59e-01	-0.920208	-6.935198	-0.056191	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)
AGhsB131108	4.37e-01	3.59e-01	0.920008	-6.935382	0.0439623	PPM1J	protein phosphatase 1J (PP2C domain containing)
AGhsA080917	4.37e-01	3.59e-01	-0.920005	-6.935384	-0.0418295	C16orf57	chromosome 16 open reading frame 57
AGhsB250724	4.37e-01	3.59e-01	0.918953	-6.936349	0.0555458	NUF2	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)
AGhsB140117	4.37e-01	3.59e-01	-0.918879	-6.936416	-0.0415229		
AGhsC141506	4.37e-01	3.59e-01	0.918823	-6.936468	0.0503892		
AGhsC111120	4.37e-01	3.60e-01	-0.918649	-6.936627	-0.0425724		
AGhsC020907	4.38e-01	3.60e-01	-0.918225	-6.937015	-0.0431115		
AGhsB250223	4.39e-01	3.61e-01	-0.916707	-6.938403	-0.0627982		
AGhsA021209	4.40e-01	3.61e-01	0.914989	-6.939972	0.0448939	SOBP	sine oculis binding protein homolog (Drosophila)
AGhsC061117	4.40e-01	3.62e-01	-0.914194	-6.940697	-0.0316745		
AGhsB180205	4.40e-01	3.62e-01	-0.914007	-6.940867	-0.0421648		
AGhsA221618	4.40e-01	3.62e-01	0.913896	-6.940968	0.0332278	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa
AGhsC120208	4.41e-01	3.63e-01	0.913037	-6.941751	0.0647642		
AGhsA251107	4.41e-01	3.63e-01	0.912965	-6.941817	0.0416139	MTF1	metal-regulatory transcription factor 1
AGhsA140608	4.41e-01	3.63e-01	-0.91244	-6.942294	-0.0378757	KLK2	kallikrein-related peptidase 2
AGhsC130104	4.41e-01	3.63e-01	0.912273	-6.942446	0.0313662		
AGhsC081608	4.41e-01	3.63e-01	0.911666	-6.942998	0.0574747		
AGhsC250719	4.41e-01	3.63e-01	0.911578	-6.943077	0.0417183		
AGhsC261418	4.41e-01	3.63e-01	0.911515	-6.943135	0.0292874		
AGhsB100507	4.42e-01	3.64e-01	-0.910449	-6.944103	-0.079877		
AGhsC230413	4.42e-01	3.64e-01	0.910164	-6.944362	0.0385714		
AGhsC020503	4.42e-01	3.64e-01	0.909734	-6.944752	0.0573012		
AGhsC050317	4.43e-01	3.65e-01	0.909074	-6.94535	0.0420738		
AGhsB100809	4.43e-01	3.65e-01	0.908923	-6.945488	0.0283962		
AGhsC050213	4.43e-01	3.65e-01	0.908838	-6.945564	0.043371		
AGhsC051217	4.44e-01	3.65e-01	-0.90794	-6.946378	-0.0485226		
AGhsC110218	4.44e-01	3.65e-01	0.907803	-6.946502	0.0321142		
AGhsC221404	4.44e-01	3.65e-01	-0.907772	-6.94653	-0.0399949		
AGhsB250115	4.44e-01	3.66e-01	0.907212	-6.947036	0.0310361		
AGhsB210302	4.44e-01	3.66e-01	0.907173	-6.947072	0.0516071	TIMP2	TIMP metallopeptidase inhibitor 2
AGhsC140911	4.44e-01	3.66e-01	-0.907131	-6.94711	-0.0356974		
AGhsA180312	4.44e-01	3.66e-01	0.906765	-6.94744	0.0405593	RIN1	Ras and Rab interactor 1
AGhsA010521	4.44e-01	3.66e-01	-0.906695	-6.947504	-0.0392958	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
AGhsB080316	4.44e-01	3.66e-01	-0.906539	-6.947644	-0.1088578		
AGhsB121209	4.44e-01	3.66e-01	0.90604	-6.948096	0.0516071	ZNF589	zinc finger protein 589
AGhsB021014	4.44e-01	3.66e-01	0.906022	-6.948112	0.0537264	ZNF148	zinc finger protein 148
AGhsB190218	4.44e-01	3.66e-01	0.906015	-6.948118	0.054754		
AGhsA020319	4.44e-01	3.66e-01	-0.905849	-6.948268	-0.0413477	WASF3	WAS protein family, member 3
AGhsB200804	4.44e-01	3.66e-01	-0.905779	-6.948331	-0.0373416		
AGhsA100202	4.44e-01	3.66e-01	0.905717	-6.948387	0.0533373	PKNOX2	PBX/knotted 1 homeobox 2
AGhsB221509	4.45e-01	3.67e-01	-0.905439	-6.948639	-0.0427577		
AGhsC101504	4.45e-01	3.67e-01	0.904996	-6.949039	0.0394794		
AGhsB230702	4.45e-01	3.67e-01	-0.904627	-6.949371	-0.0414993	SYT4	synaptotagmin IV
AGhsA181017	4.46e-01	3.68e-01	-0.902278	-6.951487	-0.0562786	ARHGEF12	Rho guanine nucleotide exchange factor (GEF) 12
AGhsA020713	4.46e-01	3.68e-01	-0.902229	-6.951531	-0.0660984	FAM129A	family with sequence similarity 129, member A
AGhsC121603	4.47e-01	3.68e-01	-0.901689	-6.952017	-0.0540937		
AGhsA241019	4.47e-01	3.69e-01	0.901079	-6.952565	0.0485563	GUK1	guanylate kinase 1
AGhsB091420	4.47e-01	3.69e-01	-0.900657	-6.952944	-0.0638292	TASP1	taspase, threonine aspartase, 1
AGhsC040714	4.48e-01	3.69e-01	0.899886	-6.953636	0.0358912		
AGhsA070304	4.48e-01	3.70e-01	-0.899551	-6.953937	-0.0473787	CES3	carboxylesterase 3 (brain)
AGhsA050609	4.48e-01	3.70e-01	0.899527	-6.953959	0.0314606	OPRD1	opioid receptor, delta 1
AGhsA181007	4.48e-01	3.70e-01	-0.899426	-6.954049	-0.0358777	ELF5	E74-like factor 5 (ets domain transcription factor)
AGhsC010621	4.48e-01	3.70e-01	-0.89927	-6.954188	-0.0298501	SH3BP5L	SH3-binding domain protein 5-like
AGhsA161012	4.48e-01	3.70e-01	-0.899028	-6.954405	-0.0454869	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6
AGhsA121416	4.49e-01	3.70e-01	-0.898346	-6.955017	-0.0496378	PITPNB	phosphatidylinositol transfer protein, beta
AGhsC251014	4.49e-01	3.70e-01	-0.89824	-6.955112	-0.0401314		
AGhsC051314	4.49e-01	3.70e-01	-0.897985	-6.95534	-0.0292065		
AGhsB210717	4.49e-01	3.71e-01	0.897607	-6.955679	0.036442	KIAA1217	KIAA1217
AGhsB010307	4.49e-01	3.71e-01	0.897539	-6.95574	0.0234838	SGSM2	small G protein signaling modulator 2
AGhsC040318	4.49e-01	3.71e-01	0.897403	-6.955861	0.0299057		
AGhsA231117	4.50e-01	3.71e-01	-0.896252	-6.95689	-0.0512534	GLS	glutaminase
AGhsA010717	4.50e-01	3.71e-01	0.896195	-6.956941	0.0539084		
AGhsC080509	4.50e-01	3.72e-01	-0.896001	-6.957115	-0.0547625		
AGhsB121404	4.50e-01	3.72e-01	0.895471	-6.957588	0.0480694		
AGhsC210510	4.50e-01	3.72e-01	0.895463	-6.957595	0.0545283		
AGhsC080412	4.50e-01	3.72e-01	-0.895185	-6.957843	-0.0463797		
AGhsA040714	4.51e-01	3.72e-01	0.894531	-6.958427	0.0469879	STRAP	serine/threonine kinase receptor associated protein
AGhsB200616	4.51e-01	3.72e-01	0.894442	-6.958507	0.028376		
AGhsB141521	4.51e-01	3.73e-01	0.893854	-6.959031	0.050465		
AGhsB060206	4.51e-01	3.73e-01	-0.89377	-6.959105	-0.0304431	SYNGR1	synaptogyrin 1
AGhsA020124	4.51e-01	3.73e-01	0.893332	-6.959495	0.0419929	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1
AGhsC111320	4.51e-01	3.73e-01	0.892916	-6.959866	0.0341728		
AGhsB200402	4.51e-01	3.73e-01	-0.892897	-6.959883	-0.0345131	SKIP	SPHK1 (sphingosine kinase type 1) interacting protein
AGhsC170613	4.52e-01	3.73e-01	0.892745	-6.960019	0.0681132		
AGhsA041618	4.52e-01	3.73e-01	-0.892424	-6.960304	-0.039936	CDC23	cell division cycle 23 homolog (S. cerevisiae)
AGhsC040216	4.52e-01	3.73e-01	-0.892371	-6.960351	-0.0319036		
AGhsA091602	4.52e-01	3.74e-01	0.891782	-6.960875	0.0503622	CCDC59	coiled-coil domain containing 59
AGhsB240124	4.52e-01	3.74e-01	-0.891624	-6.961016	-0.0432699		
AGhsC031105	4.52e-01	3.74e-01	-0.891536	-6.961094	-0.0313157		
AGhsC250324	4.52e-01	3.74e-01	-0.89116	-6.961428	-0.0509417		
AGhsC090511	4.52e-01	3.74e-01	0.89085	-6.961704	0.0485765		
AGhsB020221	4.52e-01	3.74e-01	0.89081	-6.961739	0.0496917	NLRP3	NLR family, pyrin domain containing 3
AGhsA030302	4.53e-01	3.74e-01	0.890678	-6.961857	0.0615869	CCNH	cyclin H
AGhsC190302	4.53e-01	3.75e-01	-0.890164	-6.962313	-0.0397254		
AGhsA081203	4.53e-01	3.75e-01	0.889978	-6.962478	0.0416476	GDF11	growth differentiation factor 11
AGhsA070618	4.53e-01	3.75e-01	-0.889811	-6.962626	-0.0390987	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5
AGhsA140110	4.53e-01	3.75e-01	0.889691	-6.962733	0.0388022	GPATCH1	G patch domain containing 1
AGhsA111203	4.53e-01	3.75e-01	-0.888939	-6.963399	-0.0382598	CADM3	cell adhesion molecule 3
AGhsA101609	4.53e-01	3.75e-01	-0.888852	-6.963477	-0.0580222	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform
AGhsB211405	4.53e-01	3.75e-01	0.888842	-6.963485	0.035433	KIAA1128	KIAA1128
AGhsC120703	4.54e-01	3.76e-01	0.888108	-6.964136	0.0590718		
AGhsC250413	4.54e-01	3.76e-01	-0.887546	-6.964634	-0.0373518		
AGhsA140408	4.54e-01	3.76e-01	-0.887138	-6.964995	-0.0378437	CNN1	calponin 1, basic, smooth muscle
AGhsC231211	4.55e-01	3.76e-01	-0.886713	-6.965371	-0.0326786		
AGhsC031512	4.55e-01	3.77e-01	-0.886639	-6.965436	-0.0609956		
